"t11","t12","t13","t22","t23","t33"
1.52579730676,0.341763426475,-3.52125586085,2.28800950704,1.31437446691,12.3424271608
1.04337544683,0.601106204867,-0.325483581016,1.32540240867,-0.590023611818,0.372703922837
1.90283911141,0.329727080525,0.189963665089,1.40340041649,-0.324658251454,0.186961668299
2.16676727324,2.38804125351,0.18338687767,3.88120437214,0.260399244535,0.189554566962
3.35250143514,0.639739808376,-0.228986599185,0.548194628393,0.75448508629,1.76939747193
2.26572079639,-1.3784142607,0.234127187255,3.7753215148,1.10191964734,1.13671470993
2.02915736123,1.85077235795,0.495626582326,2.69164251787,1.1954241194,2.15847573007
2.26987385341,-0.58556342919,-0.159070832404,1.2283257933,-0.791936989584,1.91454184986
1.97962005715,-0.253137706004,-1.10524944092,0.514424221491,0.0657269906624,5.19219269579
0.345648387304,0.0924932336585,0.0831646288374,0.773734721274,0.190920165788,0.144468326082
5.06180244146,1.50931719112,-1.58165547601,1.77101754804,-0.210727065521,0.709898936504
0.712786844683,-0.683432228074,-0.640755835937,3.25063606955,1.98055899307,2.7261009167
1.33865552173,-0.208052456879,-0.0944269109501,0.669034788589,0.139262245568,0.815100177563
2.71532565563,-0.399246610021,2.964434089,3.20724180817,0.801465237839,5.15693919867
0.75309961309,-0.855572404561,-0.135580696712,6.46399810516,0.240212520273,0.298908665541
2.58437566206,-0.88203804034,0.902224962625,0.67514652438,-0.46239587674,0.76653663143
1.32030387552,2.38461226297,0.992080622559,5.99486658606,2.81175384181,1.77917172751
1.1041132892,-0.748271303068,-0.576036905545,0.716906770041,1.04716325007,3.91567181783
13.5178869931,-3.64443705886,-6.59299488274,1.2105486275,2.1675545473,4.45164918164
0.453543947776,0.0645119610549,-0.285739262034,0.839841319659,0.481685312444,2.12494399959
1.8377219045,0.517609961198,0.707902628709,0.700362383553,0.330491111469,1.63863429078
4.10479391936,2.12947456585,1.74561283478,1.59399391587,1.24544097102,1.37483249255
1.23729111524,0.729788506157,0.134174561342,5.85389232576,0.261049712821,0.474785758757
3.02043164259,-2.09964057321,0.178299035136,4.4992984916,0.867562267914,0.662729110786
3.19497668299,-1.11109355617,-2.0874164146,1.23266621369,0.864935224115,1.99399800139
1.92164541855,-1.42710292201,0.348883239858,1.69982265361,-0.198534790436,0.420951555844
3.12855368747,0.342725380375,1.93525074582,4.20690156677,3.16412473899,6.57276577069
18.8186987252,-1.51328872826,-5.84943197614,3.46613141219,-2.54749985825,5.56407618159
1.10118385634,1.38747714068,0.762052856661,4.21179084636,1.93809881339,1.13731859038
4.66837818146,3.14677176787,1.90234230985,2.73607124335,1.06887767403,2.54671443015
1.93495651698,-0.224839631139,-0.626089851779,2.76336927284,-0.604303350041,0.983618486799
2.82851102562,1.03780458494,-0.576355630835,0.51475360906,-0.0348066465208,0.455026340816
1.80923460052,0.850683654674,-0.195083373235,1.01004995092,0.14284409371,0.483929740662
0.894155680967,-0.0118872206028,-0.0729889955634,0.102458866708,0.0994724232526,0.645624513279
0.49318718836,0.537472500113,0.567036716319,1.81350282413,1.51836522107,1.63370295271
1.35470316859,0.198070408728,0.456641940998,2.23209376299,-0.918814240819,1.0153052866
2.78919170547,0.216312895378,4.37506975786,1.42150618481,-0.755983221804,8.59198791693
0.701279212326,0.199582107116,0.358344482718,1.58362529376,-0.426962718464,3.19034777613
0.103589261305,-0.0819527606482,0.0149771880382,0.321525819188,-0.0862181000695,0.0579277314631
5.46305561602,-1.71937307311,0.51095181418,0.72523366661,-0.133135599429,1.7341920865
7.10394732783,0.174839922493,2.76679685356,7.81568666875,3.23578841255,2.50069690911
13.584751299,-5.15063415496,-0.777383009958,2.4419968259,0.230084567859,0.933219417717
1.82099273412,0.51387221333,1.39633454091,0.788280619573,-0.808139451962,8.05609886552
1.55295135617,-0.560465967796,1.89627531475,2.48991059066,-1.63098189403,3.14732611821
11.1101904486,6.95277664723,-12.5977909594,5.25479731937,-8.6554399955,16.0267517711
1.02144755855,0.417042143965,0.205495368209,0.871611260931,0.899986333912,1.21566040802
10.9952268068,-1.16500319793,12.3081168871,0.643683700989,-1.87497177598,16.4152897531
2.65446150657,-0.5774438575,2.34255086179,1.75355717118,0.280390497972,2.78224445071
3.0680933025,-1.26654780908,-1.8560708054,2.35272541862,0.903983415658,2.71502821017
0.330931399025,0.533739759963,-0.0429899702043,2.5669273496,0.165349545839,1.53331091737
1.04603300985,0.343104860482,-0.261419168988,0.756794083973,0.0265810215375,0.450154815946
2.14951078961,-1.57080831045,-0.304520831843,3.35237522162,0.706812649516,0.195950898639
1.34040517801,0.415460175605,0.122872740077,3.75841975254,-3.26102282356,3.72748847376
2.86924783502,-0.612953078245,1.04933538837,3.2614514356,-1.37023122443,2.5617803096
4.90651086584,-5.96816384545,4.64524896095,9.27020839834,-7.12100640487,7.20896190291
4.06494457722,2.58745901366,-0.779254386344,19.7699426159,1.35819681469,0.582244549769
0.678643308613,0.404733007782,0.261128428642,2.23206517015,0.913406352523,1.59519979782
0.92959454964,0.184436228655,0.19053907421,0.299463470826,-0.00734460825793,0.795028313772
0.80904218715,-0.0566255220169,0.00338764115412,3.15750875747,-0.859972640252,0.50328826187
1.9220835314,0.827091041392,0.522361508605,0.643635625206,0.260308829665,1.31266249435
0.969488572918,0.228741371305,-1.50314495097,0.778251493863,0.493163793653,4.08215269218
4.47078285484,1.34265985675,0.405406965589,1.60551195153,-0.722251900073,1.02642731998
0.497400299477,0.137735226455,-0.166041444185,0.175177800431,0.136429945992,0.831252815946
6.87558861925,9.45667314013,0.546355718196,14.8895009611,1.24948645799,0.63502107772
0.733271396731,-0.0239643052073,-0.405416586683,0.103531082638,-0.0784178381975,0.557779417664
1.55130451958,0.422134839981,0.101674695239,0.32260772977,0.219341483001,0.661665152219
