"x","y","z"
-0.989643562628,0.0997866322978,0.10319034336
0.960867507497,-0.135367339174,0.241680194723
0.887642452707,0.460490712396,0.00625938885563
0.82463797344,0.55142609777,-0.126101036708
-0.632613438231,0.772177572189,-0.0595149962448
0.667386904075,-0.734907640351,-0.120438699854
-0.807353786909,-0.148194253417,0.571155255617
0.956759864369,0.289695858031,-0.0262082386463
0.97467008111,0.001971477277,-0.223638874678
-0.956216903972,0.164641355751,-0.241955484615
0.838523451189,-0.302108390206,0.453441222621
0.999786245196,-0.0176539714562,-0.0107610969675
-0.16025364417,0.974082719355,-0.159629650703
0.984062602961,0.101846326876,-0.145767345983
-0.879338225319,0.284383186459,-0.381956134592
-0.676218193671,0.000941552475775,0.736700799529
0.601296038189,0.318108693963,0.732973351005
0.966803159268,0.239055812623,0.0902439453933
-0.983962466635,0.15633001645,0.0858998848125
0.878764573427,0.296925348932,-0.373641755764
0.851742677631,-0.104944821394,-0.513342960958
0.772847166692,0.554231124888,0.309087555786
0.82076852029,0.432656872659,-0.373024217232
-0.927083959214,0.370063020483,-0.0597385423307
-0.981864483649,-0.111168285552,0.153570010211
-0.88311428797,-0.367708371938,-0.291375543911
-0.491958744776,0.526262070035,-0.693559533913
-0.709380566512,0.703931105312,-0.0354994483064
0.89319042454,0.190780008627,0.407202472755
0.72736352076,-0.66597555256,0.165586448899
-0.550847954532,0.803832510566,-0.224543594755
-0.958663493069,-0.275139856321,0.0725421706272
0.874114621078,-0.0403593658093,-0.484040030172
0.90426000849,-0.371220943594,-0.210971202023
-0.969428271604,-0.00833977491971,0.245233102109
0.911184116979,-0.391548051986,-0.128193712605
0.959298083961,0.0762716527103,-0.271900388197
0.824922943509,0.554449275119,0.10994607129
0.0538380014827,0.942547411724,-0.329705696415
0.674477034565,-0.194194510208,0.712298548398
-0.602820229045,-0.725291751888,-0.332505106875
-0.971003849318,-0.229600177995,0.0665979194414
-0.975641668233,0.140094137056,0.168810449827
-0.987449160378,0.0762371040727,-0.138318688658
0.765308474242,-0.543563664243,0.344733929528
0.358220738428,-0.44120832045,0.822808070285
0.917708292594,-0.396914028609,0.0164542881359
0.97545310355,-0.0498354916921,0.214493977868
0.615744408589,0.451574801553,-0.645708155357
0.124840164112,-0.917598206162,-0.377396960074
0.856244538155,-0.269023265476,-0.440989539006
-0.784094566037,0.255734478432,-0.565504719744
0.859110324632,-0.511790287392,-0.000389668039865
-0.384022383312,-0.702457450652,-0.599233125869
-0.410075282049,0.910281754868,-0.0567925154034
-0.527042820933,-0.370428650304,-0.764858470527
0.657926766363,-0.506798609515,-0.557034594525
-0.590534987355,-0.785797706266,-0.183821635115
-0.859108149689,0.187529200598,-0.476199523374
0.969750567188,-0.206741511009,0.129775903252
-0.882916881584,-0.377469005799,-0.279239914546
-0.374415311342,-0.563277934222,-0.736567134382
0.887544906644,-0.222027766754,0.403692592798
-0.945222439979,-0.0667306257565,0.319533351226
-0.449503011499,0.826089291049,0.339887519435
0.234089807572,0.115702582337,0.965305586036
0.894246943528,-0.410556613274,0.178229266079
-0.671776072735,0.0528377629494,-0.738867429859
0.799161767747,-0.552938442193,-0.235795564243
-0.936258507296,0.330828417458,0.11820560781
-0.762731117971,-0.640958285496,0.086102949621
0.941079689114,-0.199315444195,-0.27320756293
0.696617997799,-0.489562530647,0.52445390048
-0.826863144137,-0.406999403332,0.38813506226
-0.733395810717,0.475777625936,0.485557654128
-0.943971647708,-0.305860369874,-0.123963552965
-0.50692446725,0.384011005726,-0.771727368949
0.793091675931,-0.502583619477,-0.344115240874
0.111535890033,0.305543439667,0.945623049482
-0.991994531932,0.0942549170456,-0.0840408188288
0.815662093476,-0.545333037407,0.193150789744
-0.936172295883,-0.101004269528,-0.336718829231
0.982417231196,-0.138111418203,-0.125624917955
-0.962347980088,-0.188553952201,0.195790123169
0.934966362346,0.0912279543954,-0.34280513651
-0.0346165103708,0.822996756465,0.566990331538
0.694121067117,0.490441876542,-0.526937102431
-0.0873762034624,-0.95571323753,0.281029547695
-0.738541289269,0.234512805973,-0.632107987514
0.950884018733,-0.265929695968,-0.158432887118
-0.513490999039,0.830898551346,0.214323566779
0.407107464898,0.47025805419,-0.783020353818
0.851321199523,-0.31228437342,-0.421581172919
0.667651392486,-0.507234022938,0.544936018342
-0.8112160435,-0.0522930718487,-0.582403610398
0.86188318497,0.435020138917,-0.260604785454
0.955346791222,0.277730597386,0.100887183412
-0.94691817459,0.203856539365,0.248572890697
-0.902210696254,0.359114457807,-0.238856998554
0.982256916304,-0.11266664271,0.149925241349
0.692306283259,0.440325879498,-0.571686216384
0.486963887181,0.80799507784,0.331677745361
0.987428717424,0.157583561287,-0.0123267683445
0.952605106338,0.110506641597,-0.28342863924
-0.197733897232,-0.418957881477,-0.886214195008
0.956396117748,0.241858386012,-0.163740609111
-0.818156100966,-0.539119915137,-0.199925765108
-0.541608703948,0.774229522522,-0.3274578725
-0.469198204253,-0.787273769558,-0.400066315618
-0.183859302606,0.966094700072,0.181264412774
-0.965455502337,-0.0666771208078,0.25189250598
-0.932456041221,0.194780988954,0.304279637066
0.865973529714,0.220623394653,0.448793007483
-0.988726387153,0.0140687241882,0.149071131835
0.999976239633,-0.000324865405555,0.00688582840195
-0.807353742742,-0.365860105229,-0.462953904273
0.357415115464,0.743784963506,0.564834810631
-0.520950463275,0.839243320913,-0.155824462506
0.139856084412,0.96839918422,0.206502531835
0.885193176333,-0.465169039418,-0.00712778644006
-0.895269336479,-0.418158956129,-0.15373972346
-0.765817631893,-0.117139979971,-0.632298647614
0.0992495539018,0.991902402859,0.0792410831185
0.95741608082,0.279979569357,-0.0704690636445
0.784996420335,-0.598076310307,-0.161509588291
0.800680942068,0.500395759254,-0.329414804053
0.932219747884,-0.352748079096,0.0808401778124
0.628365626986,-0.7435715393,0.22860009791
-0.962220920385,-0.180753952323,-0.203614609231
-0.925254619615,0.0931348529296,-0.367736030396
0.849465257348,0.0787759209345,0.521730898874
0.946510003732,0.304366837743,-0.107143086182
-0.898291031596,0.102707912239,-0.427228635883
0.22242507792,-0.102086992224,0.969590290139
-0.989916354069,-0.117745949462,-0.078749624325
0.933737287062,-0.0805388123942,-0.348780989231
0.57653330045,0.53276961615,0.619488409561
-0.930928175133,0.357707505651,0.0736075617399
-0.800331244687,-0.591754835013,0.0964163576209
0.658226347626,-0.722959208826,0.209923933042
0.937324465491,-0.0201378524862,0.347875427831
0.940138401495,-0.340176298354,-0.0204907801769
0.511838760024,-0.823867388295,-0.243441184358
-0.843962692081,0.504667436558,-0.181762902853
-0.453230031279,0.726910331103,-0.515930139925
-0.945864479479,-0.313006421052,0.0858333667098
0.0665988457203,-0.917244392493,-0.392717860796
0.873420514833,-0.0354046607709,0.485677994422
-0.0468376038791,-0.417216981989,0.907599156458
-0.993864395722,-0.071556067845,-0.0843403347772
-0.890132403537,-0.329380717095,-0.314916889638
-0.465385329543,-0.864447603034,-0.190123214402
-0.903731367602,0.396997176092,0.160196308907
0.985881407608,0.0635167428276,0.15493054416
-0.911745485604,0.236364777711,-0.335934311047
-0.967197078826,-0.156475401583,-0.200113116536
-0.749459382016,-0.491108954949,0.443984942399
-0.775982361521,0.0986973287348,-0.622984921093
0.833077059933,0.403984218031,0.377861566973
0.760632777796,0.648739644976,-0.0239718663932
0.848750574291,-0.147874420539,-0.507696384062
-0.450732506833,0.161018727414,-0.878016615279
-0.0194711567605,0.979519199467,-0.200407115467
0.330293290539,-0.335432510346,0.882264911026
-0.970062496282,0.0609384935206,0.23508562975
-0.941449278811,0.261709652911,0.212558963582
-0.9890605035,-0.136484513792,-0.0559580013137
-0.802018913699,0.532695269929,-0.270187733742
-0.919095598636,0.193371420944,0.343323133696
0.972076497259,0.142723127299,0.186272360835
-0.254688178723,0.0592125472546,0.965208685138
0.468283424578,0.841037565769,-0.270862413839
0.830119503907,-0.264601892706,0.490802860231
-0.884410991046,0.285213470035,-0.36941910539
-0.984209663628,-0.17085789098,0.0462484498155
-0.986428949218,-0.127518681818,0.103425886182
